iso3,year,games_type,gold,silver,bronze,total_medals,has_medal,country,population,gdp_current_usd,gdp_per_capita,life_expectancy,adult_literacy_rate,unemployment_rate
LIE,2006,Winter,0.0,0.0,0.0,0.0,0,Liechtenstein,35037.0,4000102086.14635,114167.939211301,80.9487804878049,,
DZA,2006,Winter,0.0,0.0,0.0,0.0,0,Algeria,33623506.0,123084258693.01,3660.66104745322,73.116,72.6500015258789,12.27
BDI,2006,Winter,0.0,0.0,0.0,0.0,0,Burundi,7865547.0,1273375078.44844,161.892755640319,53.962,48.0800018310547,3.185
SGP,2006,Winter,0.0,0.0,0.0,0.0,0,Singapore,4401365.0,148627286361.351,33768.4528234651,80.1414634146341,95.8600006103516,4.48
TJK,2006,Winter,0.0,0.0,0.0,0.0,0,Tajikistan,7057566.0,2830213848.6203,401.018403316427,66.997,,3.13
TTO,2006,Winter,0.0,0.0,0.0,0.0,0,Trinidad and Tobago,1297944.0,18369361094.3886,14152.6607422113,70.437,,6.27
ARE,2006,Winter,0.0,0.0,0.0,0.0,0,United Arab Emirates,5009100.0,222116541865.214,44342.6048322482,81.155,98.2900009155273,2.963
VNM,2006,Winter,0.0,0.0,0.0,0.0,0,Viet Nam,82167897.0,66371664817.0436,807.756645117054,73.293,96.129997253418,2.046
AFG,2006,Winter,0.0,0.0,0.0,0.0,0,Afghanistan,25424094.0,6971758282.29351,274.218553561575,58.553,35.9865546430738,7.914
CMR,2006,Winter,0.0,0.0,0.0,0.0,0,Cameroon,17550407.0,20910512974.933,1191.45458990968,55.301,71.1900024414062,3.729
CYP,2006,Winter,0.0,0.0,0.0,0.0,0,Cyprus,1054418.0,20072754986.8272,26729.28125,79.456,,4.593
GAB,2006,Winter,0.0,0.0,0.0,0.0,0,Gabon,1508337.0,10327598306.4575,6847.00985685394,63.259,,17.785
GTM,2006,Winter,0.0,0.0,0.0,0.0,0,Guatemala,13367459.0,29744246827.1839,2225.1234753878,68.79,78.2600021362305,2.948
MNE,2006,Winter,0.0,0.0,0.0,0.0,0,Montenegro,615025.0,2721903148.91482,4425.67887307803,73.8390243902439,98.5299987792969,24.79
CHL,2006,Winter,0.0,0.0,0.0,0.0,0,Chile,16509195.0,153843518170.864,9318.65655296121,78.533,,9.024
ISL,2006,Winter,0.0,0.0,0.0,0.0,0,Iceland,303782.0,17465318552.2941,57492.9342498703,81.1585365853659,,2.83
MUS,2006,Winter,0.0,0.0,0.0,0.0,0,Mauritius,1233996.0,7028810680.89077,5695.97525509869,72.4321951219512,91.7699966430664,9.04
PAN,2006,Winter,0.0,0.0,0.0,0.0,0,Panama,3375024.0,18659721500.0,5528.76705469354,75.429,94.0899963378906,5.822
WSM,2006,Winter,0.0,0.0,0.0,0.0,0,Samoa,187709.0,499923757.780736,2663.29135939532,71.62,99.4000015258789,5.321
SDN,2006,Winter,0.0,0.0,0.0,0.0,0,Sudan,31992435.0,45263831634.1497,1132.474609375,60.4,53.5200004577637,15.542
TGO,2006,Winter,0.0,0.0,0.0,0.0,0,Togo,6010668.0,3320907721.74508,552.50227125256,56.142,56.8899993896484,4.229
ZWE,2006,Winter,0.0,0.0,0.0,0.0,0,Zimbabwe,12636445.0,5443896938.33366,430.809214010242,47.056,,4.759
ERI,2006,Winter,0.0,0.0,0.0,0.0,0,Eritrea,2703502.0,1211161879.6748,447.997404727201,61.457,64.6600036621094,5.566
PRY,2006,Winter,0.0,0.0,0.0,0.0,0,Paraguay,5505148.0,13429430050.261,2439.43124694576,71.584,93.2900009155273,5.277
BRB,2006,Winter,0.0,0.0,0.0,0.0,0,Barbados,270002.0,4217323400.0,15619.6005955511,75.049,,8.73
CRI,2006,Winter,0.0,0.0,0.0,0.0,0,Costa Rica,4321340.0,22715540324.3032,5256.59640859159,79.049,,5.926
MOZ,2006,Winter,0.0,0.0,0.0,0.0,0,Mozambique,20787087.0,9509835536.93373,457.487647833183,52.748,59.7799987792969,3.039
LKA,2006,Winter,0.0,0.0,0.0,0.0,0,Sri Lanka,20352411.0,28279802405.9138,1389.50625583936,72.825,90.8099975585938,6.5
URY,2006,Winter,0.0,0.0,0.0,0.0,0,Uruguay,3289506.0,19741420739.8901,6001.33294783172,75.888,97.7900009155273,10.844
TON,2006,Winter,0.0,0.0,0.0,0.0,0,Tonga,106253.0,292232703.306768,2750.34778600857,70.71,99.0199966430664,1.09
ZMB,2006,Winter,0.0,0.0,0.0,0.0,0,Zambia,12129553.0,12756858899.2812,1051.71714895686,52.693,83.1399993896484,13.229
PAK,2006,Winter,0.0,0.0,0.0,0.0,0,Pakistan,179682690.0,161871385506.36,900.873564984808,63.624,54.1500015258789,0.582
PER,2006,Winter,0.0,0.0,0.0,0.0,0,Peru,28324491.0,88643193061.748,3129.55996496982,72.337,88.6999969482422,4.17
SUR,2006,Winter,0.0,0.0,0.0,0.0,0,Suriname,524997.0,2626380435.17877,5002.65798695759,67.643,94.620002746582,9.096
LUX,2006,Winter,0.0,0.0,0.0,0.0,0,Luxembourg,472637.0,42910146296.0646,90788.8004876145,79.2878048780488,,4.731
DJI,2006,Winter,0.0,0.0,0.0,0.0,0,Djibouti,855764.0,768873684.032838,898.464628136774,58.962,,26.387
SEN,2006,Winter,0.0,0.0,0.0,0.0,0,Senegal,11500094.0,11697918243.0035,1017.20196747987,61.801,41.8899993896484,2.77
VIR,2006,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
GUY,2006,Winter,0.0,0.0,0.0,0.0,0,Guyana,758966.0,2379817990.6918,3135.60553528326,64.848,85.6399993896484,10.7
LBN,2006,Winter,0.0,0.0,0.0,0.0,0,Lebanon,4751136.0,22022709851.4096,4635.2514117486,75.677,92.6699981689453,8.671
TZA,2006,Winter,0.0,0.0,0.0,0.0,0,Tanzania,40294902.0,18619859795.2852,475.746734619141,58.512,78.0999984741211,3.299
IRQ,2006,Winter,0.0,0.0,0.0,0.0,0,Iraq,28616515.0,65147051918.0219,2276.55435744086,64.029,77.1999969482422,8.42
HTI,2006,Winter,0.0,0.0,0.0,0.0,0,Haiti,9216562.0,7638739122.67242,828.805700289589,60.74,74.0273206930105,15.908
MCO,2006,Winter,0.0,0.0,0.0,0.0,0,Monaco,32057.0,4586826512.71356,143083.461107202,84.194,,
NPL,2006,Winter,0.0,0.0,0.0,0.0,0,Nepal,26565425.0,9043715355.8881,340.431796437968,65.891,55.5625898340797,10.639
AUS,2004,Summer,17.0,16.0,17.0,50.0,1,Australia,19932722.0,614659980082.515,30836.7306824685,80.490243902439,,5.399
AUT,2004,Summer,2.0,4.0,1.0,7.0,1,Austria,8171966.0,299210411454.823,36614.2506533707,79.1804878048781,,5.969
BLR,2004,Summer,2.0,5.0,6.0,13.0,1,Belarus,9730146.0,23141566292.9462,2378.33700470129,68.9560975609756,,9.452
BEL,2004,Summer,1.0,0.0,2.0,3.0,1,Belgium,10421137.0,369214712443.206,35429.4077933344,78.8780487804878,,7.363
CAN,2004,Summer,3.0,6.0,3.0,12.0,1,Canada,31938807.0,1026690238278.25,32145.5412620217,79.9921951219512,,7.185
CZE,2004,Summer,1.0,3.0,5.0,9.0,1,Czechia,10197101.0,120147899983.657,11782.5546676117,75.7219512195122,,8.298
EST,2004,Summer,0.0,1.0,2.0,3.0,1,Estonia,1362550.0,12148595031.0559,8916.0728274602,71.909756097561,,10.248
FIN,2004,Summer,0.0,2.0,0.0,2.0,1,Finland,5228172.0,197458297639.769,37768.1334202029,78.7146341463415,,10.358
FRA,2004,Summer,11.0,9.0,13.0,33.0,1,France,62707588.0,2109792297237.03,33644.9282220364,80.1634146341463,,8.914
DEU,2004,Summer,13.0,16.0,20.0,49.0,1,Germany,82516260.0,2852317768061.78,34566.7359143735,78.6804878048781,,10.727
HUN,2004,Summer,8.0,6.0,3.0,17.0,1,Hungary,10107146.0,104015363080.271,10291.2694721409,72.6487804878049,,5.832
ITA,2004,Summer,10.0,11.0,11.0,32.0,1,Italy,57828179.0,1812808753294.75,31348.1901841445,80.7804878048781,,7.866
JPN,2004,Summer,16.0,9.0,12.0,37.0,1,Japan,127761000.0,4893116005656.56,38298.9801712303,82.030243902439,,4.734
LVA,2004,Summer,0.0,4.0,0.0,4.0,1,Latvia,2263122.0,13827070378.5612,6109.73265186817,72.0268292682927,,11.708
NLD,2004,Summer,4.0,9.0,9.0,22.0,1,Curacao,134192.0,2237160502.7933,16671.3403391655,73.735,,5.007
NLD,2004,Summer,4.0,9.0,9.0,22.0,1,Netherlands,16281779.0,661224886143.245,40611.3414353091,79.0951219512195,,4.646
NZL,2004,Summer,3.0,2.0,0.0,5.0,1,New Zealand,4087500.0,103905210084.034,25420.234882944,79.5487804878049,,4.005
NOR,2004,Summer,5.0,0.0,1.0,6.0,1,Norway,4591910.0,265268662473.297,57768.6980958462,79.8414634146342,,4.256
CHN,2004,Summer,32.0,17.0,14.0,63.0,1,China,1296075000.0,1984196551300.44,1530.92726215723,73.727,95.120002746582,4.49
POL,2004,Summer,3.0,2.0,5.0,10.0,1,Poland,38182222.0,256268656145.134,6711.72715262967,74.8463414634146,,18.822
RUS,2004,Summer,28.0,26.0,36.0,90.0,1,Russian Federation,144067316.0,591016690732.385,4102.36474609375,65.4709756097561,99.6800003051758,7.763
PRK,2004,Summer,0.0,4.0,1.0,5.0,1,"Korea, Dem. People's Rep.",24254943.0,,,69.294,100.0,3.016
PRK,2004,Summer,9.0,12.0,9.0,30.0,1,"Korea, Dem. People's Rep.",24254943.0,,,69.294,100.0,3.016
SVK,2004,Summer,2.0,2.0,2.0,6.0,1,Slovak Republic,5372280.0,57215475076.2986,10650.1290097126,73.9585365853659,,18.206
SVN,2004,Summer,0.0,1.0,3.0,4.0,1,Slovenia,1997012.0,34156553313.4031,17103.8297783905,77.2073170731707,,6.012
ESP,2004,Summer,3.0,11.0,6.0,20.0,1,Spain,42921895.0,1069829382514.67,24925.0267844576,79.8707317073171,97.1699981689453,11.09
SWE,2004,Summer,4.0,2.0,1.0,7.0,1,Sweden,8993531.0,384547211147.247,42758.2015503417,80.4975609756098,,6.693
CHE,2004,Summer,1.0,1.0,3.0,5.0,1,Switzerland,7389625.0,403912891033.374,54659.4571488233,81.0878048780488,,4.316
UKR,2004,Summer,8.0,5.0,9.0,22.0,1,Ukraine,47979507.0,67220154164.3166,1401.01806640625,67.472,,8.59
GBR,2004,Summer,9.0,9.0,12.0,30.0,1,United Kingdom,59987905.0,2421525082387.4,40366.8886650968,78.7463414634146,,4.594
USA,2004,Summer,36.0,39.0,26.0,101.0,1,United States,292805298.0,12217196000000.0,41724.6411982614,77.4878048780488,,5.529
ARG,2004,Summer,2.0,0.0,4.0,6.0,1,Argentina,38815916.0,164657930452.787,4242.02099089422,74.871,99.1399993896484,13.522
ARM,2004,Summer,0.0,0.0,0.0,0.0,0,Armenia,3164900.0,3576615240.41616,1130.08791444158,73.0268292682927,99.7399978637695,10.617
AZE,2004,Summer,1.0,0.0,4.0,5.0,1,Azerbaijan,8306500.0,8680405740.94125,1045.0136328106,67.488,99.7699966430664,7.99
BHS,2004,Summer,1.0,0.0,1.0,2.0,1,,,,,,,
BHR,2004,Summer,0.0,0.0,0.0,0.0,0,Bahrain,823741.0,13150159574.4681,15963.9493171617,75.787,97.870002746582,1.065
BMU,2004,Summer,0.0,0.0,0.0,0.0,0,Bermuda,62555.0,4484703000.0,71692.1589001679,78.898,,
BWA,2004,Summer,0.0,0.0,0.0,0.0,0,Botswana,1807146.0,8957467706.5354,4956.69287735214,53.573,,21.758
BRA,2004,Summer,5.0,2.0,3.0,10.0,1,Brazil,182675143.0,669289424806.307,3663.823188064,71.361,88.620002746582,10.072
BGR,2004,Summer,2.0,1.0,9.0,12.0,1,Bulgaria,7716860.0,26157743368.8716,3389.68743360274,72.5634146341463,,12.037
BFA,2004,Summer,0.0,0.0,0.0,0.0,0,Burkina Faso,13500533.0,5451688537.60959,403.81283743461,52.6,22.4699993133545,3.473
TWN,2004,Summer,2.0,2.0,1.0,5.0,1,,,,,,,
COL,2004,Summer,0.0,0.0,2.0,2.0,1,Colombia,41543171.0,117092416666.245,2818.57195413044,72.76,92.8000030517578,13.717
HRV,2004,Summer,1.0,2.0,2.0,5.0,1,Croatia,4304600.0,41836292157.3335,9718.97322801967,75.520243902439,,13.664
CUB,2004,Summer,9.0,7.0,11.0,27.0,1,Cuba,11238756.0,38203000000.0,3399.21962893402,77.326,99.6699981689453,1.854
CIV,2004,Summer,0.0,0.0,0.0,0.0,0,Cote d'Ivoire,19595000.0,23510575681.3686,1199.82524528546,51.939,43.9099998474121,5.883
DNK,2004,Summer,2.0,1.0,5.0,8.0,1,Denmark,5404523.0,251986155630.852,46625.050098011,77.4926829268293,,5.204
DOM,2004,Summer,1.0,0.0,0.0,1.0,1,Dominican Republic,9104892.0,22322387382.494,2451.69161616569,70.73,89.5400009155273,6.303
ECU,2004,Summer,0.0,0.0,0.0,0.0,0,Ecuador,13608701.0,35194947000.0,2586.20914663347,73.868,92.3899993896484,5.002
EGY,2004,Summer,1.0,1.0,3.0,5.0,1,"Egypt, Arab Rep.",79477443.0,78782467532.4675,991.255689145253,68.211,66.370002746582,10.32
ETH,2004,Summer,2.0,3.0,2.0,7.0,1,Ethiopia,76077206.0,10131187261.4421,133.169812538096,53.735,35.9000015258789,2.767
FJI,2004,Summer,0.0,0.0,0.0,0.0,0,Fiji,874366.0,2708078476.63012,3097.19096651759,65.841,,4.7
GEO,2004,Summer,2.0,2.0,0.0,4.0,1,Georgia,3927340.0,5125365191.98664,1305.04748557208,71.011,99.5899963378906,12.62
GHA,2004,Summer,0.0,0.0,0.0,0.0,0,Ghana,21868298.0,8881417906.71432,406.132105329565,59.316,71.5,6.756
GRC,2004,Summer,6.0,6.0,4.0,16.0,1,Greece,10955141.0,234979615898.225,21449.2552764245,79.0390243902439,,10.628
GRD,2004,Summer,0.0,0.0,0.0,0.0,0,Grenada,109323.0,599118592.592593,5480.26117644588,72.447,,
HKG,2004,Summer,0.0,1.0,0.0,1.0,1,"Hong Kong SAR, China",6783500.0,169099768875.193,24928.1003722551,81.7992682926829,,6.74
IND,2004,Summer,0.0,1.0,0.0,1.0,1,India,1135991513.0,709152728830.775,624.258826510066,64.484,62.75,7.625
IDN,2004,Summer,1.0,1.0,2.0,4.0,1,Indonesia,227926649.0,256836875295.452,1126.84004447173,65.521,90.379997253418,7.303
IRL,2004,Summer,0.0,0.0,0.0,0.0,0,Ireland,4070262.0,194372115041.065,47754.2023194244,78.5390243902439,,4.491
IRN,2004,Summer,2.0,2.0,2.0,6.0,1,"Iran, Islamic Rep.",70256316.0,187754571246.703,2672.42266512669,72.04,82.3300018310547,10.3
ISR,2004,Summer,1.0,0.0,1.0,2.0,1,Israel,6809000.0,140047984605.087,20568.0694088834,80.1463414634146,,13.029
JAM,2004,Summer,2.0,1.0,2.0,5.0,1,Jamaica,2672225.0,10174664853.9476,3807.56293124552,71.542,,6.539
JOR,2004,Summer,0.0,0.0,0.0,0.0,0,Jordan,5882061.0,11411706629.055,1940.08641342805,72.788,92.5500030517578,14.628
KAZ,2004,Summer,1.0,4.0,3.0,8.0,1,Kazakhstan,15850159.0,43151647002.6096,2722.47407755402,65.04,,8.4
KEN,2004,Summer,1.0,4.0,2.0,7.0,1,Kenya,34713455.0,16095337093.8366,463.662781300121,57.947,,2.848
SRB,2004,Summer,0.0,2.0,0.0,2.0,1,Kosovo,1822773.0,33298057361.7412,4492.7136699046,73.132,98.8399963378906,20.85
SRB,2004,Summer,0.0,2.0,0.0,2.0,1,Serbia,7463157.0,26845632341.8075,3597.08798057009,72.6829268292683,98.8399963378906,18.5
KWT,2004,Summer,0.0,0.0,0.0,0.0,0,Kuwait,2157320.0,59439090600.6108,27552.2827399787,76.7276829268293,93.2799987792969,1.7
KGZ,2004,Summer,0.0,0.0,0.0,0.0,0,Kyrgyz Republic,5104713.0,2211534585.0034,433.233873286,68.1536585365854,,2.259
LTU,2004,Summer,1.0,2.0,0.0,3.0,1,Lithuania,3377075.0,22743164431.1972,6734.57487061946,71.9609756097561,,10.684
MYS,2004,Summer,0.0,0.0,0.0,0.0,0,Malaysia,25256772.0,124749473684.211,4939.24851854427,74.027,93.120002746582,3.54
MEX,2004,Summer,0.0,3.0,1.0,4.0,1,Mexico,104394131.0,819459227375.022,7849.66759649565,73.432,90.9499969482422,3.937
MDA,2004,Summer,0.0,0.0,0.0,0.0,0,Moldova,2896023.0,2598249555.89984,897.178494749468,68.017,99.3600006103516,6.374
MNG,2004,Summer,0.0,0.0,1.0,1.0,1,Mongolia,2508412.0,1992066808.09598,794.154552001815,64.630243902439,98.2600021362305,6.854
MAR,2004,Summer,2.0,1.0,0.0,3.0,1,Morocco,29953018.0,66114145451.0067,2183.55541992188,68.272,52.310001373291,10.83
NAM,2004,Summer,0.0,0.0,0.0,0.0,0,Namibia,1942082.0,6609205994.77406,3403.15496192955,52.175,88.2018591728156,22.09
NGA,2004,Summer,0.0,0.0,2.0,2.0,1,Niger,13265836.0,3760443737.53797,283.468281798296,52.402,70.1999969482422,2.747
NGA,2004,Summer,0.0,0.0,2.0,2.0,1,Nigeria,141057045.0,135764731645.611,962.48104194733,49.148,70.1999969482422,3.601
MKD,2004,Summer,0.0,0.0,0.0,0.0,0,North Macedonia,2016186.0,5682784471.69722,2818.5814561242,73.5975609756098,,37.161
PHL,2004,Summer,0.0,0.0,0.0,0.0,0,Philippines,86394504.0,95001999685.3314,1099.63013023758,68.301,95.4199981689453,3.554
PRT,2004,Summer,0.0,2.0,1.0,3.0,1,Portugal,10483861.0,189382122532.169,18064.1580932987,77.6707317073171,,6.319
PRI,2004,Summer,0.0,0.0,0.0,0.0,0,,,,,,,
QAT,2004,Summer,0.0,0.0,0.0,0.0,0,Qatar,773332.0,31734065934.0659,41035.5008380177,76.484,88.9599990844727,0.87
ROU,2004,Summer,8.0,5.0,6.0,19.0,1,Romania,21451748.0,74973656851.8076,3494.99056448955,71.5609756097561,,7.719
SMR,2004,Summer,0.0,0.0,0.0,0.0,0,San Marino,29457.0,1715340542.988,58232.0176184948,81.592,99.9100036621094,
SAU,2004,Summer,0.0,0.0,0.0,0.0,0,Saudi Arabia,19669480.0,258742133333.333,13154.4978989446,74.027,82.8600006103516,5.822
ZAF,2004,Summer,1.0,3.0,2.0,6.0,1,South Africa,48991421.0,255806908594.573,5221.46333731721,53.963,92.879997253418,22.538
SYR,2004,Summer,0.0,0.0,1.0,1.0,1,Syrian Arab Republic,18336875.0,25086950495.0495,1368.1148230028,72.494,80.8399963378906,9.513
THA,2004,Summer,3.0,1.0,4.0,8.0,1,Thailand,65452047.0,172895685154.658,2641.56268717857,72.1,96.4300003051758,1.51
TUN,2004,Summer,0.0,0.0,0.0,0.0,0,Tunisia,10166163.0,31183885241.4396,3067.41936376975,73.519,74.3000030517578,14.23
TUR,2004,Summer,3.0,3.0,4.0,10.0,1,Turkiye,68592617.0,408865430220.331,5960.77898909049,73.223,87.370002746582,10.838
TKM,2004,Summer,0.0,0.0,0.0,0.0,0,Turkmenistan,4958093.0,6838351088.46688,1379.23009682692,66.055,99.9000015258789,8.44
UGA,2004,Summer,0.0,0.0,0.0,0.0,0,Uganda,27154515.0,7939487547.77384,292.38185796262,53.699,71.370002746582,2.705
UZB,2004,Summer,2.0,1.0,2.0,5.0,1,Uzbekistan,26029350.0,12030023547.8807,462.171492867885,67.203,99.9800033569336,8.162
VEN,2004,Summer,0.0,0.0,2.0,2.0,1,"Venezuela, RB",26340838.0,112451400424.964,4269.08970872392,72.752,94.6620701964151,15.07
LIE,2004,Summer,0.0,0.0,0.0,0.0,0,Liechtenstein,34447.0,3454373797.74442,100280.831356705,81.7707317073171,,
DZA,2004,Summer,0.0,0.0,0.0,0.0,0,Algeria,32628286.0,91913680985.1708,2816.99384960555,72.536,72.6500015258789,17.65
BDI,2004,Summer,0.0,0.0,0.0,0.0,0,Burundi,7310656.0,915257323.3961,125.194965184533,52.217,48.0800018310547,3.177
SGP,2004,Summer,0.0,0.0,0.0,0.0,0,Singapore,4166664.0,115033593101.049,27608.080013423,79.490243902439,95.8600006103516,5.84
TJK,2004,Summer,0.0,0.0,0.0,0.0,0,Tajikistan,6790547.0,2076176869.41089,305.745158587502,66.604,,3.616
TTO,2004,Summer,0.0,0.0,1.0,1.0,1,Trinidad and Tobago,1345380.0,13280291989.5755,9871.03419820086,69.879,,8.33
ARE,2004,Summer,1.0,0.0,0.0,1.0,1,United Arab Emirates,4428967.0,147824370319.946,33376.7152295209,80.272,98.2900009155273,2.965
VNM,2004,Summer,0.0,0.0,0.0,0.0,0,Viet Nam,80338971.0,45427854693.2554,565.452284586212,73.062,96.129997253418,2.14
AFG,2004,Summer,0.0,0.0,0.0,0.0,0,Afghanistan,23560654.0,5224896718.67782,221.763653873013,57.81,35.9865546430738,7.899
CMR,2004,Summer,1.0,0.0,0.0,1.0,1,Cameroon,16610487.0,18826214135.6419,1133.39326749673,54.578,71.1900024414062,5.091
CYP,2004,Summer,0.0,0.0,0.0,0.0,0,Cyprus,1017875.0,17320551250.0,23792.619140625,79.007,,4.77
GAB,2004,Summer,0.0,0.0,0.0,0.0,0,Gabon,1421609.0,7770219008.21293,5465.79193590708,62.694,,17.095
GTM,2004,Summer,0.0,0.0,0.0,0.0,0,Guatemala,12807402.0,23577298094.6571,1840.91184884,68.245,78.2600021362305,2.971
MNE,2004,Summer,0.0,0.0,0.0,0.0,0,Montenegro,613353.0,2073234417.68066,3380.16512135859,74.2056097560976,98.5299987792969,30.37
CHL,2004,Summer,2.0,0.0,1.0,3.0,1,Chile,16187322.0,99075985773.6682,6120.59152055344,78.276,,10.162
ISL,2004,Summer,0.0,0.0,0.0,0.0,0,Iceland,292074.0,13825302535.7699,47334.9306537723,80.9975609756098,,4.031
MUS,2004,Summer,0.0,0.0,0.0,0.0,0,Mauritius,1221003.0,6667418752.07307,5460.60800184198,72.2658536585366,91.7699966430664,8.337
PAN,2004,Summer,0.0,0.0,0.0,0.0,0,Panama,3251155.0,15100203400.0,4644.56582353041,74.845,94.0899963378906,6.127
WSM,2004,Summer,0.0,0.0,0.0,0.0,0,Samoa,186249.0,407747565.096959,2189.26042607992,71.508,99.4000015258789,5.162
SDN,2004,Summer,0.0,0.0,0.0,0.0,0,Sudan,30556637.0,26646007250.7319,705.113342285156,56.773,53.5200004577637,15.539
TGO,2004,Summer,0.0,0.0,0.0,0.0,0,Togo,5696508.0,3191561508.69088,560.266308533382,55.594,56.8899993896484,4.015
ZWE,2004,Summer,1.0,1.0,1.0,3.0,1,Zimbabwe,12365896.0,5805598867.45729,469.484691401035,46.043,,4.39
ERI,2004,Summer,0.0,0.0,1.0,1.0,1,Eritrea,2598284.0,1109054005.43971,426.840947887032,60.063,64.6600036621094,5.569
PRY,2004,Summer,0.0,1.0,0.0,1.0,1,Paraguay,5388175.0,9624440836.29309,1786.21533938543,71.054,93.2900009155273,6.513
BRB,2004,Summer,0.0,0.0,0.0,0.0,0,Barbados,267298.0,3444500000.0,12886.3665272467,75.15,,9.57
CRI,2004,Summer,0.0,0.0,0.0,0.0,0,Costa Rica,4200078.0,18610594846.2083,4431.0117207843,78.512,,6.445
MOZ,2004,Summer,0.0,0.0,0.0,0.0,0,Mozambique,19840313.0,7937255565.35765,400.056973161545,51.855,59.7799987792969,2.955
LKA,2004,Summer,0.0,0.0,0.0,0.0,0,Sri Lanka,20087605.0,20662525941.2985,1028.62068132555,68.022,90.8099975585938,8.38
URY,2004,Summer,0.0,0.0,0.0,0.0,0,Uruguay,3283148.0,13686329890.1191,4168.66065438387,75.319,97.7900009155273,12.98
TON,2004,Summer,0.0,0.0,0.0,0.0,0,Tonga,105071.0,230678011.42199,2195.44890047673,70.433,99.0199966430664,3.942
ZMB,2004,Summer,0.0,0.0,0.0,0.0,0,Zambia,11338198.0,6221110219.45542,548.685974566277,50.54,83.1399993896484,15.33
PAK,2004,Summer,0.0,0.0,0.0,0.0,0,Pakistan,171286000.0,132216048339.413,771.902247348954,63.097,54.1500015258789,0.608
PER,2004,Summer,0.0,0.0,0.0,0.0,0,Peru,27852190.0,66768703497.5687,2397.25147277714,71.447,87.6699981689453,4.71
SUR,2004,Summer,0.0,0.0,0.0,0.0,0,Suriname,513923.0,1484092538.40527,2887.7721728844,66.362,89.5999984741211,9.49
LUX,2004,Summer,0.0,0.0,0.0,0.0,0,Luxembourg,458095.0,35064843792.8993,76544.9170868473,79.1219512195122,,5.113
DJI,2004,Summer,0.0,0.0,0.0,0.0,0,Djibouti,826124.0,666072101.777505,806.261652944964,58.103,,26.446
SEN,2004,Summer,0.0,0.0,0.0,0.0,0,Senegal,10975704.0,10076816666.6196,918.102079522155,60.308,41.8899993896484,2.788
VIR,2004,Summer,0.0,0.0,0.0,0.0,0,,,,,,,
GUY,2004,Summer,0.0,0.0,0.0,0.0,0,Guyana,762418.0,787814379.183843,1033.31030902188,64.214,85.6399993896484,11.28
LBN,2004,Summer,0.0,0.0,0.0,0.0,0,Lebanon,4599279.0,21159827992.0398,4600.68371412993,75.693,92.6699981689453,7.85
TZA,2004,Summer,0.0,0.0,0.0,0.0,0,Tanzania,38109668.0,16673062473.3981,450.385284423828,56.836,78.0999984741211,3.108
IRQ,2004,Summer,0.0,0.0,0.0,0.0,0,Iraq,27577878.0,36633669269.3981,1328.37157628292,64.634,77.1999969482422,8.719
HTI,2004,Summer,0.0,0.0,0.0,0.0,0,Haiti,8910263.0,6087360684.2969,683.185298155273,58.517,74.0273206930105,13.453
MCO,2004,Summer,0.0,0.0,0.0,0.0,0,Monaco,32307.0,4043551488.82603,125160.228087598,84.151,,
NPL,2004,Summer,0.0,0.0,0.0,0.0,0,Nepal,26016656.0,7273938314.71988,279.587750044428,64.744,55.5625898340797,10.71
AUS,2002,Winter,2.0,0.0,0.0,2.0,1,Australia,19495210.0,395788696012.059,20301.8431713256,79.9365853658537,,6.375
AUT,2002,Winter,3.0,4.0,10.0,17.0,1,Austria,8081957.0,212837224022.813,26334.862215032,78.6780487804878,,4.852
BLR,2002,Winter,0.0,0.0,1.0,1.0,1,Belarus,9865548.0,14594900944.7658,1479.38066337175,68.0560975609756,,10.908
BEL,2002,Winter,0.0,0.0,0.0,0.0,0,Belgium,10332785.0,258383599375.177,25006.191397109,78.0756097560976,,6.91
CAN,2002,Winter,7.0,3.0,7.0,17.0,1,Canada,31359199.0,760649334098.005,24256.0192337185,79.5307317073171,,7.665
CZE,2002,Winter,1.0,2.0,0.0,3.0,1,Czechia,10196916.0,82607869609.574,8101.26018588111,75.2219512195122,,7.28
EST,2002,Winter,1.0,1.0,1.0,3.0,1,Estonia,1379350.0,7370119619.4782,5343.18310760735,70.9048780487805,,10.026
FIN,2002,Winter,4.0,2.0,1.0,7.0,1,Finland,5200598.0,140360963811.765,26989.389260959,78.119512195122,,10.423
FRA,2002,Winter,4.0,5.0,2.0,11.0,1,France,61812142.0,1492427756382.43,24144.5727019529,79.2609756097561,,8.702
DEU,2002,Winter,12.0,16.0,8.0,36.0,1,Germany,82488495.0,2102350798305.89,25486.5942008748,78.2292682926829,,8.482
HUN,2002,Winter,0.0,0.0,0.0,0.0,0,Hungary,10158608.0,67636468625.0428,6658.04494326809,72.3487804878049,,5.608
ITA,2002,Winter,4.0,4.0,5.0,13.0,1,Italy,57089824.0,1281746271196.04,22451.3964379368,80.2292682926829,,9.211
JPN,2002,Winter,0.0,1.0,1.0,2.0,1,Japan,127445000.0,4182846045873.61,32820.7936433254,81.6907317073171,,5.386
LVA,2002,Winter,0.0,0.0,0.0,0.0,0,Latvia,2310173.0,9249030241.01864,4003.60935783538,70.9609756097561,,13.829
NLD,2002,Winter,3.0,5.0,0.0,8.0,1,Curacao,129205.0,2160784692.73743,16723.6925253468,73.472,,4.646
